"","Coord: 1","Coord: 2","Coord: 3","Coord: 4","Coord: 5","Ctr: 1","Ctr: 2","Ctr: 3","Ctr: 4","Ctr: 5","Cor: 1","Cor: 2","Cor: 3","Cor: 4","Cor: 5"
"702",-0.12,-0.39,0.07,0.07,0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"703",0.28,-0.15,-0.22,-0.13,-0.37,0,0,0,0,1,NA,NA,NA,NA,NA
"704",-0.16,0.61,-0.14,0.12,0.09,0,2,0,0,0,NA,NA,NA,NA,NA
"705",-0.2,0.84,-0.06,-0.01,0.16,0,3,0,0,0,NA,NA,NA,NA,NA
"706",0.12,-0.32,-0.01,0.1,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"707",-0.13,0.53,-0.21,-0.05,0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"708",0.38,-0.08,0.1,0.19,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"709",-0.12,0.13,-0.13,-0.1,0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"710",-0.04,0.49,-0.31,-0.16,-0.07,0,1,1,0,0,NA,NA,NA,NA,NA
"711",-0.32,0.48,-0.36,-0.14,-0.16,0,1,1,0,0,NA,NA,NA,NA,NA
"712",1.26,0.63,0.68,0.36,0.85,4,2,2,1,4,NA,NA,NA,NA,NA
"713",-0.32,-0.06,-0.37,-0.34,-0.14,0,0,1,1,0,NA,NA,NA,NA,NA
"714",-0.41,-0.1,-0.15,-0.08,-0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"715",-0.13,0.64,-0.25,-0.01,0.01,0,2,0,0,0,NA,NA,NA,NA,NA
"716",-0.81,-0.09,0.04,0.18,0.05,2,0,0,0,0,NA,NA,NA,NA,NA
"717",0.32,0.02,-0.31,-0.19,-0.34,0,0,1,0,1,NA,NA,NA,NA,NA
"718",0.13,-0.62,0.07,0,-0.01,0,2,0,0,0,NA,NA,NA,NA,NA
"719",0.26,0.28,0.09,-0.02,0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"720",0.31,-0.65,0.03,0.01,-0.17,0,2,0,0,0,NA,NA,NA,NA,NA
"721",0.1,-0.22,-0.2,-0.16,-0.38,0,0,0,0,1,NA,NA,NA,NA,NA
"722",-0.44,-0.2,-0.11,-0.16,-0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"723",-0.82,0.79,0.95,8.39,-5.88,2,3,5,396,201,NA,NA,NA,NA,NA
"724",0.18,0.05,-0.15,-0.03,-0.19,0,0,0,0,0,NA,NA,NA,NA,NA
"725",0.18,0.11,-0.53,-0.46,-0.41,0,0,1,1,1,NA,NA,NA,NA,NA
"726",0.4,0.08,-0.35,-0.27,-0.28,0,0,1,0,0,NA,NA,NA,NA,NA
"727",-0.25,0.64,-0.29,-0.15,-0.01,0,2,0,0,0,NA,NA,NA,NA,NA
"728",0.53,0.31,-0.12,-0.12,-0.08,1,0,0,0,0,NA,NA,NA,NA,NA
"729",0.16,-0.53,-0.14,-0.19,-0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"730",0.25,-0.47,-0.09,-0.02,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"731",0.39,-0.53,0.09,-0.03,-0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"732",0.57,0.47,-0.06,-0.08,0.04,1,1,0,0,0,NA,NA,NA,NA,NA
"733",0.6,-0.23,-0.09,-0.09,-0.25,1,0,0,0,0,NA,NA,NA,NA,NA
"734",0.39,-0.32,-0.03,0,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"735",-0.41,0.84,0.07,0.18,0.24,0,3,0,0,0,NA,NA,NA,NA,NA
"736",0.37,-0.54,-0.02,-0.1,-0.21,0,1,0,0,0,NA,NA,NA,NA,NA
"737",-0.26,0.01,-0.22,-0.05,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"738",0.64,0.43,-0.14,-0.12,-0.03,1,1,0,0,0,NA,NA,NA,NA,NA
"739",-0.07,-0.37,0.01,-0.02,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"740",0.35,-0.12,-0.21,-0.08,-0.31,0,0,0,0,1,NA,NA,NA,NA,NA
"741",0.3,-0.47,-0.09,-0.09,-0.24,0,1,0,0,0,NA,NA,NA,NA,NA
"742",-0.23,-0.33,-0.1,-0.09,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"743",-0.46,-0.22,-0.38,-0.2,-0.18,1,0,1,0,0,NA,NA,NA,NA,NA
"744",-0.16,-0.5,-0.12,-0.16,-0.05,0,1,0,0,0,NA,NA,NA,NA,NA
"745",0.41,0.56,-0.04,-0.13,-0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"746",-0.3,-0.25,-0.19,-0.1,-0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"747",0.26,-0.27,-0.18,-0.14,-0.3,0,0,0,0,1,NA,NA,NA,NA,NA
"748",0.26,0.16,-0.36,-0.31,-0.28,0,0,1,1,0,NA,NA,NA,NA,NA
"749",0.32,0.46,-0.21,-0.09,-0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"750",0.04,0.35,-0.19,-0.14,0,0,0,0,0,0,NA,NA,NA,NA,NA
"751",0,-0.71,0.15,-0.02,-0.01,0,2,0,0,0,NA,NA,NA,NA,NA
"752",0.34,0.51,-0.25,-0.26,-0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"753",-0.02,-0.45,0.05,0.08,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"754",0.16,-0.03,0.03,0.13,-0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"755",-0.08,-0.37,-0.05,-0.01,-0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"756",-0.59,-0.38,-0.24,-0.25,-0.14,1,1,0,0,0,NA,NA,NA,NA,NA
"757",-0.06,-0.47,-0.19,-0.22,-0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"758",-0.04,-0.23,-0.08,0,-0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"759",0.3,-0.04,-0.15,-0.05,-0.25,0,0,0,0,0,NA,NA,NA,NA,NA
"760",-0.07,-0.44,0.1,0.16,-0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"761",-0.05,-0.54,-0.18,-0.24,-0.14,0,1,0,0,0,NA,NA,NA,NA,NA
"762",-0.57,-0.2,0.03,-0.04,0.18,1,0,0,0,0,NA,NA,NA,NA,NA
"763",-0.11,0.06,-0.2,-0.11,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"764",-0.17,0.46,-0.31,-0.18,0,0,1,1,0,0,NA,NA,NA,NA,NA
"765",-0.52,-0.46,-0.11,-0.14,-0.02,1,1,0,0,0,NA,NA,NA,NA,NA
"766",-0.37,-0.43,-0.06,-0.14,0,0,1,0,0,0,NA,NA,NA,NA,NA
"767",0.47,-0.36,0.22,0.08,0.17,1,1,0,0,0,NA,NA,NA,NA,NA
"768",-0.32,0.04,-0.06,0.07,0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"769",0.05,-0.56,-0.05,-0.17,-0.15,0,1,0,0,0,NA,NA,NA,NA,NA
"770",-0.09,-0.42,-0.01,0.03,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"771",0.03,-0.28,0.03,0.02,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"772",0.06,-0.27,0.11,0.04,-0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"773",-0.08,-0.21,-0.11,0.03,0.02,0,0,0,0,0,NA,NA,NA,NA,NA
"774",-0.63,0.51,-0.05,0.03,0.21,1,1,0,0,0,NA,NA,NA,NA,NA
"775",0.01,-0.47,-0.1,-0.1,-0.18,0,1,0,0,0,NA,NA,NA,NA,NA
"776",0.1,-0.39,-0.24,-0.24,-0.3,0,1,0,0,1,NA,NA,NA,NA,NA
"777",-0.41,-0.36,0.08,0.04,0.22,0,1,0,0,0,NA,NA,NA,NA,NA
"778",0.13,-0.37,0.39,0.19,0.22,0,1,1,0,0,NA,NA,NA,NA,NA
"779",-0.58,0.43,0.02,0.25,0.48,1,1,0,0,1,NA,NA,NA,NA,NA
"780",-0.38,-0.41,-0.23,-0.25,-0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"781",0.04,-0.52,0.12,0.07,0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"782",-0.35,-0.39,-0.09,-0.09,0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"783",1.31,0.01,0.76,0.37,0.69,5,0,3,1,3,NA,NA,NA,NA,NA
"784",1.4,0.21,0.79,0.38,0.79,6,0,3,1,4,NA,NA,NA,NA,NA
"785",-1,0.02,0.21,0.09,0.56,3,0,0,0,2,NA,NA,NA,NA,NA
"786",-0.56,0.07,-0.13,-0.02,0.13,1,0,0,0,0,NA,NA,NA,NA,NA
"787",0.24,-0.54,0.02,-0.06,-0.2,0,1,0,0,0,NA,NA,NA,NA,NA
"788",0.48,-0.34,-0.06,-0.07,-0.12,1,0,0,0,0,NA,NA,NA,NA,NA
"789",0.59,-0.27,0.6,0.32,0.32,1,0,2,1,1,NA,NA,NA,NA,NA
"790",0.24,0.28,0.14,-0.18,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"791",0.43,-0.43,0.04,-0.06,-0.08,1,1,0,0,0,NA,NA,NA,NA,NA
"792",-0.62,1.22,0.33,-0.04,0.3,1,6,1,0,1,NA,NA,NA,NA,NA
"793",-0.74,0.83,0.28,0,0.45,2,3,0,0,1,NA,NA,NA,NA,NA
"794",1.32,0.11,0.65,0.61,0.31,5,0,2,2,1,NA,NA,NA,NA,NA
"795",-0.43,0.1,0.2,-0.07,0.04,1,0,0,0,0,NA,NA,NA,NA,NA
"796",-0.54,1.1,0.6,-0.13,0.1,1,5,2,0,0,NA,NA,NA,NA,NA
"797",-0.41,-0.17,0.07,0.25,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"798",-0.78,1.01,0.59,0.01,0.29,2,4,2,0,0,NA,NA,NA,NA,NA
"799",-1.05,0.46,0.88,0.1,0.5,3,1,4,0,1,NA,NA,NA,NA,NA
"800",-1.22,0.4,0.84,0.32,0.78,4,1,4,1,4,NA,NA,NA,NA,NA
"801",-0.8,0.32,0.2,-0.2,0.13,2,0,0,0,0,NA,NA,NA,NA,NA
"802",0.2,0.15,-0.18,-0.11,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"803",0.28,0.17,-0.15,-0.04,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"804",-0.9,-0.32,0.4,0.16,0.63,2,0,1,0,2,NA,NA,NA,NA,NA
"805",-0.58,0.65,-0.09,-0.11,0.1,1,2,0,0,0,NA,NA,NA,NA,NA
"806",-0.42,0.2,-0.26,-0.42,-0.41,0,0,0,1,1,NA,NA,NA,NA,NA
"807",0.64,-0.46,0.43,0.27,0.27,1,1,1,0,0,NA,NA,NA,NA,NA
"808",0.29,0.22,-0.32,-0.16,-0.26,0,0,1,0,0,NA,NA,NA,NA,NA
"809",-0.91,0.05,0.59,0.33,0.49,2,0,2,1,1,NA,NA,NA,NA,NA
"810",0.97,0.13,0.39,0.17,0.43,3,0,1,0,1,NA,NA,NA,NA,NA
"811",0.31,-0.33,0,0.01,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"812",-0.37,-0.52,-0.11,-0.25,0,0,1,0,0,0,NA,NA,NA,NA,NA
"813",0.6,-0.16,0.25,0.1,0.24,1,0,0,0,0,NA,NA,NA,NA,NA
"814",1.58,0.48,0.77,0.37,0.83,7,1,3,1,4,NA,NA,NA,NA,NA
"815",1.58,0.48,0.77,0.37,0.83,7,1,3,1,4,NA,NA,NA,NA,NA
"816",0.02,-0.29,-0.14,-0.1,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"817",-0.07,-0.16,0.09,-0.01,0.27,0,0,0,0,0,NA,NA,NA,NA,NA
"818",-0.5,0.8,0.08,0.04,0.2,1,3,0,0,0,NA,NA,NA,NA,NA
"819",0.78,0.25,-0.27,-0.24,-0.3,2,0,0,0,1,NA,NA,NA,NA,NA
"820",0.03,-0.03,-0.31,-0.16,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"821",-0.67,-0.46,0.02,-0.11,0.25,1,1,0,0,0,NA,NA,NA,NA,NA
"822",0.42,0.28,0.05,-0.12,-0.1,1,0,0,0,0,NA,NA,NA,NA,NA
"823",0.04,-0.37,-0.34,-0.2,-0.28,0,1,1,0,0,NA,NA,NA,NA,NA
"824",-0.2,-0.39,0.04,0.08,0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"825",0.06,-0.17,0.14,0.15,0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"826",0.29,-0.21,0.11,0.08,0.18,0,0,0,0,0,NA,NA,NA,NA,NA
"827",-0.38,0.71,-0.16,-0.1,0.08,0,2,0,0,0,NA,NA,NA,NA,NA
"828",-0.03,0.03,-0.12,0,0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"829",-0.33,-0.08,0.17,0.32,0.14,0,0,0,1,0,NA,NA,NA,NA,NA
"830",-0.38,-0.19,-0.43,-0.28,-0.2,0,0,1,0,0,NA,NA,NA,NA,NA
"831",0.09,-0.35,-0.05,0.02,0.04,0,1,0,0,0,NA,NA,NA,NA,NA
"832",-0.06,0.72,-0.05,-0.11,-0.21,0,2,0,0,0,NA,NA,NA,NA,NA
"833",-0.29,-0.55,0.08,-0.03,0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"834",-0.13,-0.14,0.18,0.29,0.22,0,0,0,0,0,NA,NA,NA,NA,NA
"835",0.21,0.3,-0.25,-0.1,-0.11,0,0,0,0,0,NA,NA,NA,NA,NA
"836",-0.29,-0.09,-0.08,-0.36,-0.16,0,0,0,1,0,NA,NA,NA,NA,NA
"837",-1.01,-0.03,0.34,0.21,0.51,3,0,1,0,2,NA,NA,NA,NA,NA
"838",0.07,0.64,-0.01,-0.13,0.13,0,2,0,0,0,NA,NA,NA,NA,NA
"839",0.21,0.13,-0.2,-0.13,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"840",0.51,0.21,-0.09,-0.03,-0.19,1,0,0,0,0,NA,NA,NA,NA,NA
"841",0.49,0.36,-0.17,-0.1,-0.11,1,1,0,0,0,NA,NA,NA,NA,NA
"842",1.04,0.22,0.54,0.27,0.69,3,0,2,0,3,NA,NA,NA,NA,NA
"843",0.53,-0.09,0.35,0.2,0.31,1,0,1,0,1,NA,NA,NA,NA,NA
"844",-0.2,1.07,0.12,-0.05,-0.06,0,5,0,0,0,NA,NA,NA,NA,NA
"845",-0.39,-0.22,0.09,0.17,0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"846",-0.05,-0.54,-0.03,-0.01,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"847",-0.9,-0.18,0.19,0.21,0.39,2,0,0,0,1,NA,NA,NA,NA,NA
"848",-0.3,-0.17,0.38,0.15,0.12,0,0,1,0,0,NA,NA,NA,NA,NA
"849",1.19,-0.14,0.74,0.38,0.63,4,0,3,1,2,NA,NA,NA,NA,NA
"850",0.38,0.8,0.1,0.11,0.12,0,3,0,0,0,NA,NA,NA,NA,NA
"851",-0.09,-0.46,0.22,0.08,0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"852",0.06,-0.12,0.3,0.2,0.53,0,0,0,0,2,NA,NA,NA,NA,NA
"853",-0.4,-0.17,0.08,-0.19,0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"854",0.08,-0.32,-0.17,-0.1,-0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"855",-0.57,0.37,-0.22,-0.28,0.13,1,1,0,0,0,NA,NA,NA,NA,NA
"856",0.07,-0.06,-0.04,-0.06,-0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"857",-0.43,-0.13,0.08,-0.06,0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"858",0.51,-0.39,0.36,0.16,0.16,1,1,1,0,0,NA,NA,NA,NA,NA
"859",-1.12,0.12,0.41,0.32,0.72,4,0,1,1,3,NA,NA,NA,NA,NA
"860",0.07,-0.31,0.12,0.07,0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"861",-0.39,-0.45,-0.1,-0.14,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"862",0.03,-0.22,0.01,-0.07,0.15,0,0,0,0,0,NA,NA,NA,NA,NA
"863",0.17,-0.32,0,0.12,-0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"864",0.19,0.45,-0.14,-0.06,-0.08,0,1,0,0,0,NA,NA,NA,NA,NA
"865",-0.48,0.67,-0.02,-0.05,0.26,1,2,0,0,0,NA,NA,NA,NA,NA
"866",-0.5,-0.49,-0.13,-0.35,0.01,1,1,0,1,0,NA,NA,NA,NA,NA
"867",-0.55,0.03,0.24,0.42,0.23,1,0,0,1,0,NA,NA,NA,NA,NA
"868",0.2,0.46,0.28,0.23,0.27,0,1,0,0,0,NA,NA,NA,NA,NA
"869",-0.13,-0.13,-0.05,-0.07,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"870",0.09,-0.33,0.2,0.05,0.16,0,0,0,0,0,NA,NA,NA,NA,NA
"871",-0.74,0.25,0.09,0.05,0.39,2,0,0,0,1,NA,NA,NA,NA,NA
"872",0.41,-0.25,0.94,0.43,0.79,0,0,5,1,4,NA,NA,NA,NA,NA
"873",0.42,-0.08,0.08,0.03,-0.06,0,0,0,0,0,NA,NA,NA,NA,NA
"874",-0.07,0.32,-0.01,-0.03,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"875",-0.43,-0.36,-0.01,0.07,0.17,1,1,0,0,0,NA,NA,NA,NA,NA
"876",-0.83,0.01,0.47,-0.03,0.17,2,0,1,0,0,NA,NA,NA,NA,NA
"877",-0.45,0.18,0.06,0.02,0.23,1,0,0,0,0,NA,NA,NA,NA,NA
"878",1.33,0.49,0.5,0.23,0.58,5,1,1,0,2,NA,NA,NA,NA,NA
"879",-0.66,0.23,-0.15,-0.04,0,1,0,0,0,0,NA,NA,NA,NA,NA
"880",-0.64,-0.19,0.09,-0.02,0.11,1,0,0,0,0,NA,NA,NA,NA,NA
"881",-0.71,0.19,0.44,0.16,0.28,1,0,1,0,0,NA,NA,NA,NA,NA
"882",-0.35,0.66,-0.11,-0.17,0.02,0,2,0,0,0,NA,NA,NA,NA,NA
"883",0.36,-0.49,0.26,0.16,0.17,0,1,0,0,0,NA,NA,NA,NA,NA
"884",-0.44,-0.17,0.05,-0.02,0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"885",1.05,0.06,0.81,0.49,0.94,3,0,3,1,5,NA,NA,NA,NA,NA
"886",-0.22,-0.14,0.03,-0.11,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"887",-0.15,0.01,-0.2,-0.22,-0.3,0,0,0,0,1,NA,NA,NA,NA,NA
"888",-1.01,0.53,0.65,-0.21,0.16,3,1,2,0,0,NA,NA,NA,NA,NA
"889",-0.37,-0.36,0.05,0.14,0.23,0,1,0,0,0,NA,NA,NA,NA,NA
"890",-0.77,-0.12,0.46,-0.04,0.1,2,0,1,0,0,NA,NA,NA,NA,NA
"891",-0.72,0,0.05,-0.16,-0.09,1,0,0,0,0,NA,NA,NA,NA,NA
"892",1.03,0.46,0.27,0.17,0.24,3,1,0,0,0,NA,NA,NA,NA,NA
"893",0.24,-0.32,0.33,0.09,0.23,0,0,1,0,0,NA,NA,NA,NA,NA
"894",0.93,-0.23,0.61,0.3,0.57,2,0,2,1,2,NA,NA,NA,NA,NA
"895",1.26,0.5,0.3,0.09,0.43,4,1,0,0,1,NA,NA,NA,NA,NA
"896",-0.26,-0.55,-0.1,-0.09,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"897",-0.43,0.61,0.1,0.13,0.37,1,2,0,0,1,NA,NA,NA,NA,NA
"898",-0.05,-0.53,0.1,0.07,0.07,0,1,0,0,0,NA,NA,NA,NA,NA
"899",0.01,-0.27,0.1,0.18,0.05,0,0,0,0,0,NA,NA,NA,NA,NA
"900",0.04,0.74,-0.2,-0.06,0.06,0,2,0,0,0,NA,NA,NA,NA,NA
"901",-0.33,0.31,-0.26,-0.11,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"902",0.74,-0.3,0.26,0.09,0.18,2,0,0,0,0,NA,NA,NA,NA,NA
"903",0.09,0.52,-0.18,-0.16,-0.28,0,1,0,0,0,NA,NA,NA,NA,NA
"904",-0.32,0.62,-0.19,-0.19,-0.07,0,2,0,0,0,NA,NA,NA,NA,NA
"905",0.1,0.26,-0.19,-0.13,-0.12,0,0,0,0,0,NA,NA,NA,NA,NA
"906",0.36,0.59,-0.23,-0.01,-0.29,0,1,0,0,0,NA,NA,NA,NA,NA
"907",0.21,-0.49,-0.07,-0.23,-0.19,0,1,0,0,0,NA,NA,NA,NA,NA
"908",-0.5,-0.43,-0.11,0.04,0,1,1,0,0,0,NA,NA,NA,NA,NA
"909",-0.42,-0.05,-0.25,-0.06,-0.04,0,0,0,0,0,NA,NA,NA,NA,NA
"910",0.32,0.45,-0.25,-0.19,-0.11,0,1,0,0,0,NA,NA,NA,NA,NA
"911",-0.15,0.39,-0.42,-0.2,-0.16,0,1,1,0,0,NA,NA,NA,NA,NA
"912",-0.36,0.04,-0.16,-0.13,0,0,0,0,0,0,NA,NA,NA,NA,NA
"913",0.73,0.68,0.2,0.01,0.37,2,2,0,0,1,NA,NA,NA,NA,NA
"914",0.1,-0.24,-0.01,-0.02,-0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"915",-0.71,0.07,0.25,0.27,0.46,1,0,0,0,1,NA,NA,NA,NA,NA
"916",0.39,0.41,-0.19,-0.13,-0.06,0,1,0,0,0,NA,NA,NA,NA,NA
"917",1.22,0.4,0.53,0.22,0.61,4,1,1,0,2,NA,NA,NA,NA,NA
"918",-0.13,0.73,-0.31,-0.11,-0.04,0,2,1,0,0,NA,NA,NA,NA,NA
"919",-0.23,-0.39,-0.29,-0.26,-0.13,0,1,0,0,0,NA,NA,NA,NA,NA
"920",-0.19,-0.13,-0.2,-0.11,-0.08,0,0,0,0,0,NA,NA,NA,NA,NA
"921",-0.67,-0.24,0.04,0.15,0.29,1,0,0,0,0,NA,NA,NA,NA,NA
"922",-0.04,-0.47,0.09,0.13,0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"923",-0.11,0.05,-0.31,-0.33,-0.09,0,0,1,1,0,NA,NA,NA,NA,NA
"924",0.2,-0.62,-0.07,-0.12,-0.17,0,2,0,0,0,NA,NA,NA,NA,NA
"925",0.27,-0.07,-0.07,0,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"926",-0.3,0.42,-0.39,-0.26,-0.04,0,1,1,0,0,NA,NA,NA,NA,NA
"927",-0.04,0.52,-0.19,-0.07,0,0,1,0,0,0,NA,NA,NA,NA,NA
"928",-0.87,-0.12,0.31,0.14,0.51,2,0,1,0,2,NA,NA,NA,NA,NA
"929",-0.76,-0.02,0.34,0.29,0.56,2,0,1,0,2,NA,NA,NA,NA,NA
"930",-0.82,0.31,0,0.06,0.22,2,0,0,0,0,NA,NA,NA,NA,NA
"931",0.2,0.13,-0.38,-0.26,-0.28,0,0,1,0,0,NA,NA,NA,NA,NA
"932",0.2,-0.64,-0.07,-0.12,-0.17,0,2,0,0,0,NA,NA,NA,NA,NA
"933",-0.28,0.02,0.03,0.14,-0.13,0,0,0,0,0,NA,NA,NA,NA,NA
"934",-0.77,0.33,-0.16,0.15,-0.13,2,0,0,0,0,NA,NA,NA,NA,NA
"935",-0.42,0.61,-0.14,0.09,-0.01,1,2,0,0,0,NA,NA,NA,NA,NA
"936",-0.08,-0.45,-0.01,-0.06,0.01,0,1,0,0,0,NA,NA,NA,NA,NA
"937",-0.45,-0.1,0.27,-0.16,0.01,1,0,0,0,0,NA,NA,NA,NA,NA
"938",-0.02,0.25,-0.1,-0.04,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"939",-0.22,-0.38,-0.06,0.02,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"940",0.21,-0.61,0,-0.14,-0.06,0,2,0,0,0,NA,NA,NA,NA,NA
"941",0.03,0.73,-0.35,-0.17,-0.1,0,2,1,0,0,NA,NA,NA,NA,NA
"942",0.09,0.59,-0.18,-0.04,0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"943",0.17,0.4,-0.28,-0.18,0.02,0,1,0,0,0,NA,NA,NA,NA,NA
"944",0.26,-0.24,-0.01,0.02,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
"945",-0.41,-0.04,-0.04,0.15,0.17,0,0,0,0,0,NA,NA,NA,NA,NA
"946",0.01,-0.26,-0.13,-0.02,-0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"947",0.01,-0.46,0.05,0.13,-0.09,0,1,0,0,0,NA,NA,NA,NA,NA
"948",-0.37,-0.34,0.15,0.23,0.26,0,0,0,0,0,NA,NA,NA,NA,NA
"949",-0.28,-0.04,-0.25,-0.11,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"950",0.32,0.15,-0.14,0.02,-0.21,0,0,0,0,0,NA,NA,NA,NA,NA
"951",0.56,0.21,-0.13,0.22,-0.48,1,0,0,0,1,NA,NA,NA,NA,NA
"952",0.11,-0.33,-0.22,-0.16,-0.23,0,0,0,0,0,NA,NA,NA,NA,NA
"953",-0.31,-0.12,-0.08,-0.09,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
"954",0.12,-0.5,0.28,0.16,0.19,0,1,0,0,0,NA,NA,NA,NA,NA
"955",0.57,-0.24,0.06,-0.03,-0.1,1,0,0,0,0,NA,NA,NA,NA,NA
"956",0.03,-0.56,0.04,-0.17,0.12,0,1,0,0,0,NA,NA,NA,NA,NA
"957",0.13,-0.62,-0.03,-0.03,-0.12,0,2,0,0,0,NA,NA,NA,NA,NA
"958",-0.15,-0.31,-0.21,-0.16,-0.14,0,0,0,0,0,NA,NA,NA,NA,NA
"959",0.09,-0.63,-0.11,-0.17,-0.18,0,2,0,0,0,NA,NA,NA,NA,NA
"960",0.27,-0.01,0.15,0.24,0.03,0,0,0,0,0,NA,NA,NA,NA,NA
"961",0.16,-0.45,0.02,-0.03,-0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"962",-0.11,-0.31,-0.31,-0.26,-0.16,0,0,1,0,0,NA,NA,NA,NA,NA
"963",-0.14,0.42,0.08,3.67,-3.11,0,1,0,76,56,NA,NA,NA,NA,NA
"964",-0.46,-0.06,-0.17,-0.02,0.05,1,0,0,0,0,NA,NA,NA,NA,NA
"965",-0.34,-0.1,0.14,0.21,0.27,0,0,0,0,0,NA,NA,NA,NA,NA
"966",-0.74,-0.53,-0.04,-0.02,0.08,2,1,0,0,0,NA,NA,NA,NA,NA
"967",-0.26,-0.29,-0.08,-0.08,0,0,0,0,0,0,NA,NA,NA,NA,NA
"968",-0.19,-0.6,-0.15,-0.14,-0.1,0,1,0,0,0,NA,NA,NA,NA,NA
"969",-0.36,-0.34,-0.04,0.01,0.07,0,0,0,0,0,NA,NA,NA,NA,NA
"970",-0.52,-0.08,-0.08,0.16,0.02,1,0,0,0,0,NA,NA,NA,NA,NA
"971",-0.73,0.15,0.06,-0.12,0.17,2,0,0,0,0,NA,NA,NA,NA,NA
"972",0,0.49,-0.21,0.05,-0.03,0,1,0,0,0,NA,NA,NA,NA,NA
"973",-0.06,0.13,-0.35,-0.24,-0.46,0,0,1,0,1,NA,NA,NA,NA,NA
"974",0.01,0.83,-0.19,-0.01,0.12,0,3,0,0,0,NA,NA,NA,NA,NA
"975",-0.64,0.57,0.07,0.19,0.4,1,1,0,0,1,NA,NA,NA,NA,NA
